Age,EstimatedSalary,Purchased
44,92610,0
62,118904,1
47,47551,0
19,114154,1
36,130987,1
55,31468,1
44,117407,0
80,135417,0
53,52090,1
25,56836,0
29,62394,0
60,119400,1
27,40527,0
39,82284,0
24,134210,0
23,32612,0
53,31385,1
72,133412,0
79,71034,1
69,69711,1
36,147932,0
44,57664,0
22,113527,1
48,73041,1
75,59556,0
72,82380,1
25,94852,0
47,103303,0
74,148949,1
18,136709,0
31,66058,1
28,101292,0
46,40546,0
72,133777,1
65,112379,0
72,97402,1
55,68655,1
47,115000,1
49,48384,0
32,93574,0
55,50555,0
61,87176,0
76,97968,1
34,139545,1
54,50984,0
30,82898,0
63,37140,0
19,128122,1
66,115094,0
29,57847,1
57,54624,1
23,88821,0
26,68489,1
24,82227,0
35,143759,0
71,92956,0
78,43943,0
63,112455,1
79,66066,0
33,92977,1
36,112255,0
80,90084,1
19,140219,1
42,149862,0
72,58484,0
78,127826,0
32,103572,1
43,76524,0
60,36034,0
63,68025,0
58,59502,1
50,146433,1
71,114930,1
51,33768,0
78,93571,1
29,38620,0
37,72129,1
19,66014,1
38,131414,0
41,131679,1
28,107542,0
67,52923,0
25,75984,0
55,73678,1
26,65561,1
69,46246,1
48,115336,1
30,73207,0
46,54992,1
60,112512,0
68,114840,1
51,97929,1
66,43473,0
73,62899,0
30,120420,0
60,58057,0
22,35745,1
61,40612,0
65,133386,1
73,146337,0
45,75847,1
76,141944,0
57,126960,1
30,86649,1
31,69858,0
56,68087,0
34,128721,0
76,109401,0
31,139360,1
58,43006,1
76,66967,1
61,63558,0
51,44411,1
68,102654,1
32,136034,0
58,90457,1
72,87563,1
36,32167,1
74,91158,1
50,72683,0
60,94535,1
67,53943,1
45,71341,0
37,146686,1
51,73136,0
31,122227,1
75,61698,1
41,63130,1
69,136864,1
48,56121,1
30,66953,1
46,40892,1
47,98879,1
50,99094,0
26,89451,1
44,32943,0
48,38971,1
55,62543,1
56,119578,0
34,137761,1
53,32266,1
41,109089,0
75,124710,0
26,149544,1
64,124821,1
20,52076,1
23,74028,0
67,147130,1
49,38174,1
57,79612,1
63,39031,1
72,115663,0
46,96753,0
18,72308,1
20,78151,1
33,118775,0
63,78920,0
63,68819,0
31,95616,0
53,37913,0
28,123270,1
61,113544,1
30,47395,1
26,133752,0
52,81738,1
25,63729,1
59,62709,0
49,84839,0
37,89854,0
75,109473,0
29,61559,0
79,116188,0
56,130782,1
73,101318,0
34,138176,1
27,62259,1
22,86797,1
19,93922,0
68,95722,0
46,91671,1
71,50806,1
34,119681,0
65,60129,0
75,146494,1
63,87132,1
35,75459,0
72,131707,0
68,49388,1
39,95268,1
56,70018,0
32,97706,1
20,132140,1
67,119485,0
48,61148,0
26,109455,1
32,103257,1
64,136919,0
57,126204,1
44,77023,0
51,70742,1
61,131744,1
19,34396,1
56,56174,0
65,145349,1
74,45728,1
36,138026,1
80,119924,0
59,98434,0
72,141296,1
62,49053,1
64,43137,1
79,37997,1
52,70260,1
70,88932,1
53,47773,1
66,117598,1
39,64543,1
53,64335,1
69,138000,1
79,102896,0
58,63140,1
71,109509,1
59,55208,0
67,47778,1
60,44790,0
33,52024,1
79,108763,1
66,51263,0
28,76392,0
50,132974,1
29,128116,0
22,84519,0
33,67808,0
43,116747,0
61,98712,1
21,72783,0
53,120273,0
36,65685,0
73,117150,1
37,37609,1
21,112398,0
35,41001,0
57,54447,0
29,99968,0
53,124873,1
22,42084,1
49,114301,1
73,99830,1
62,43884,0
43,111159,0
18,97635,1
47,53924,1
61,112468,0
53,134532,1
73,97797,0
42,91792,1
39,89776,1
74,82148,1
18,118483,0
23,116025,0
43,86739,0
78,133934,0
77,71420,0
55,133813,1
50,37818,0
46,122482,0
69,59282,1
33,120411,1
37,37569,1
64,94074,0
63,76255,1
25,102116,1
19,42431,1
66,52333,1
33,48824,0
77,112527,1
67,70279,1
79,88683,0
65,144406,0
31,104617,1
56,83842,0
77,55347,0
41,105690,1
79,35806,1
41,125546,1
27,100745,1
69,32912,0
50,42727,1
33,99308,1
35,112742,0
40,35346,1
42,96265,1
34,75472,0
49,61324,0
19,106125,1
59,89370,1
59,129994,1
56,118295,1
76,61408,0
74,87419,1
68,94671,0
79,78501,0
50,68790,0
24,141134,0
49,55865,1
70,146329,1
53,39634,1
45,73330,0
21,117421,0
26,42277,0
26,80705,1
62,50555,0
59,39903,1
26,97658,0
52,53338,1
55,82103,0
57,34877,1
32,133626,1
45,117014,1
25,39490,0
66,114336,0
47,95989,1
41,99427,1
73,137794,1
71,105479,1
71,75724,0
22,50970,0
19,100298,0
68,94552,1
42,89191,1
19,103326,1
18,111958,0
62,37682,1
64,119620,0
61,31662,0
78,88600,0
45,47772,0
31,57537,0
78,109476,0
59,111231,0
38,126670,0
32,76459,0
70,34308,0
57,40097,0
37,97540,0
51,133954,0
57,112754,0
66,100605,0
63,86497,1
74,105165,0
38,95124,1
76,61052,0
25,107982,1
28,74830,1
33,43080,0
50,112888,0
36,47973,0
58,81121,0
23,53946,1
39,98408,1
48,55552,0
50,131395,1
68,145713,1
31,85821,1
76,41754,1
50,48985,1
64,73513,0
72,45612,1
38,91758,1
33,133974,1
64,52819,1
20,90133,1
55,52226,1
74,112385,0
27,147408,0
67,130285,0
56,111268,0
78,128885,1
80,44924,1
69,75989,0
22,70831,1
58,67220,1
55,110354,1
68,144922,0
73,117584,1
80,106367,1
63,34492,1
75,60500,0
35,80963,0
35,148175,1
69,144854,1
74,43972,1
30,46761,0
67,139069,0
40,117896,0
26,35238,0
51,42775,1
64,85229,1
53,86469,0
46,109586,0
47,113520,0
80,119174,1
66,39270,1
27,84620,0
59,118768,0
80,108789,1
18,120008,1
51,70231,1
64,109956,1
53,49599,0
28,125358,0
54,88652,1
26,100756,0
22,69240,1
52,93518,1
44,110036,1
59,62189,1
19,38428,0
41,60577,0
68,44367,0
74,76980,1
26,81434,0
29,85239,0
79,50722,0
45,136788,1
63,39266,0
64,75847,0
30,44694,0
80,70737,0
70,145548,1
50,42884,0
37,41022,1
18,55555,1
80,124300,1
73,122077,1
50,64583,1
47,69900,1
60,39343,0
22,94102,1
73,111272,1
70,42451,1
80,133917,0
59,72794,0
30,138603,0
55,120536,0
52,75938,0
40,72748,1
44,106917,1
37,134417,0
74,34110,0
25,37340,0
39,89739,1
31,119151,0
77,86307,1
58,110185,0
42,78938,0
35,104182,0
49,31115,1
34,67479,1
34,46704,1
27,87573,1
45,87096,1
39,130781,0
50,73707,1
29,132078,0
35,104599,0
50,52211,1
36,95967,0
80,59689,1
46,105919,1
26,100154,1
59,105846,1
76,91124,0
42,50287,0
80,91790,0
22,134692,1
76,116289,0
77,80456,1
25,30969,0
23,138821,0
24,111026,0
53,106874,0
77,147711,1
49,93412,0
33,65574,0
30,140766,0
73,99571,1
19,99613,1
50,79708,1
68,140557,0
72,41880,1
68,62007,1
64,122481,1
65,63730,0
34,77262,1
28,38090,1
42,93751,1
53,72849,1
47,117029,0
75,148895,0
29,144619,0
77,103836,0
21,136869,1
30,142324,0
63,38348,1
34,46011,0
75,87142,1
37,66878,0
22,111098,1
57,149101,1
45,92875,1
56,99842,1
29,57094,1
37,77755,0
29,56184,1
28,109722,0
52,127035,0
18,95175,0
55,31526,1
40,139823,0
39,149207,1
32,113726,1
75,56553,0
39,116830,0
41,87491,1
45,143088,1
34,134080,1
63,64567,0
39,56373,0
66,103065,0
77,113941,1
27,89323,1
27,49377,1
80,142203,0
58,44490,0
76,32563,1
45,100890,1
52,66760,0
26,101271,1
69,56663,0
61,149914,1
48,103912,1
39,140803,0
42,45441,1
75,43758,1
19,107693,0
38,102961,0
31,110313,0
51,40857,0
59,33348,0
53,121333,1
34,139223,1
63,30897,0
77,98459,1
66,94985,1
39,41796,0
59,91598,1
31,56194,1
68,106111,1
30,34321,1
57,101403,1
31,76430,1
43,133538,0
27,42895,0
21,120638,1
51,80919,0
70,118064,0
70,32496,1
54,35807,0
20,35712,0
63,125149,0
55,66882,0
23,67918,1
70,105353,0
23,77235,0
76,127174,1
73,31251,0
80,70709,0
35,33308,0
18,124112,0
59,90963,1
51,121973,0
61,95851,0
29,62051,0
79,127794,1
47,118003,1
56,126382,0
77,44189,1
61,129629,1
64,31877,0
50,40132,0
57,140642,0
51,88766,0
64,63495,0
79,30976,0
59,88122,1
70,62809,0
42,52473,0
61,49114,1
56,71176,1
26,97512,1
21,144143,1
59,48433,0
53,75386,0
21,131480,0
54,69249,1
34,78656,0
73,119041,0
74,100722,1
25,54197,1
60,75714,1
68,97263,0
60,75363,0
31,70043,1
58,125898,1
50,94519,0
31,86113,1
42,30070,1
62,37494,1
49,137519,0
49,112209,0
38,49760,0
27,123957,1
59,38950,0
33,77668,1
54,76673,0
30,83246,0
48,71597,0
45,116415,1
27,40606,1
23,36434,0
44,95375,0
73,58200,0
49,138612,0
62,54966,1
29,97524,0
37,56987,1
55,113599,0
24,64363,0
21,47785,1
19,81434,0
19,108010,1
69,119982,0
32,94368,1
34,99772,0
23,68797,1
43,94759,1
54,45936,1
62,42753,1
35,69504,1
76,83326,0
69,60275,1
67,130037,0
52,122310,1
55,76418,0
50,132185,1
39,84090,1
65,144363,1
32,114548,1
19,103959,1
27,89728,0
61,107161,1
60,114391,0
80,96622,0
41,116759,0
73,44591,1
55,80864,1
73,86578,0
36,64004,0
40,85522,0
18,87442,0
46,117410,0
48,99015,0
63,143387,1
21,30172,0
45,76763,1
31,114658,1
71,68166,1
79,96823,1
70,133066,0
20,121512,0
80,83596,0
29,54497,1
78,68747,0
30,142830,1
53,98499,1
42,35623,0
50,37271,0
43,132099,1
50,100374,1
19,136883,1
76,94587,0
59,115717,1
79,50458,1
19,48698,0
71,52906,1
67,129227,0
56,100263,0
64,112018,0
48,133595,1
44,51122,1
34,145784,1
22,85296,0
58,128765,1
65,61135,0
80,119560,1
67,93736,0
69,83978,1
72,58105,0
43,107393,0
68,79619,0
71,79857,0
65,90321,0
65,149368,1
50,36117,0
57,106198,1
67,138596,0
43,144027,1
19,94414,1
18,59413,1
43,138428,0
69,77670,0
72,68168,1
26,42090,1
55,49195,1
42,55513,0
49,91199,1
55,109040,0
59,83197,1
73,138114,0
68,141341,0
43,36016,1
52,46542,0
33,34928,0
40,63307,0
44,91482,1
53,91831,0
80,91858,0
40,32707,1
68,136283,1
71,100539,0
56,41920,1
26,65397,1
73,139517,0
59,63657,0
43,113106,0
56,52612,1
21,36326,0
69,121541,0
73,76030,1
79,118389,1
51,101417,0
55,102217,1
71,140331,0
58,78452,0
47,57403,1
39,124803,1
65,104967,0
20,138614,0
24,51275,0
32,91346,0
38,83033,0
51,141133,1
61,145919,0
78,41208,0
78,108977,0
29,38877,1
23,53936,1
69,59103,0
79,30242,1
43,118376,0
40,138574,1
28,138883,1
61,130188,1
26,98191,1
78,113726,0
38,136753,0
80,72174,0
24,110085,1
33,61562,1
23,99168,1
79,60595,1
38,65290,1
63,68035,1
19,41615,0
54,30549,1
55,105368,0
42,102987,0
22,125270,1
25,127705,0
43,48793,1
20,37060,0
19,81882,0
47,125976,0
46,134397,1
33,66616,1
70,109617,1
30,128977,1
21,146180,0
46,120886,0
51,137964,1
66,36610,0
24,36691,0
35,75663,1
26,113166,1
27,148939,1
38,111161,1
69,108218,1
58,34303,1
39,121074,1
53,98997,0
53,93942,0
24,60526,0
26,126647,1
46,88686,1
41,67312,0
70,34267,0
30,74018,0
73,68407,1
28,45120,0
22,96625,0
39,34406,0
75,120752,1
32,54189,0
53,127290,0
65,147493,1
36,77899,0
18,68210,1
20,129729,1
36,87627,0
71,144187,0
37,46772,1
42,95971,0
65,148787,1
58,34896,0
58,35658,1
56,97961,0
46,110022,1
47,141710,0
31,86759,1
36,102062,0
55,124809,0
62,77503,0
57,51897,1
62,93533,0
23,93821,0
69,61725,1
53,31771,1
22,79861,1
22,135526,1
52,116333,1
48,149110,1
23,146258,0
69,85040,1
54,142848,0
77,102170,0
54,116203,1
60,85745,1
77,79270,0
61,59156,1
38,42165,1
69,132169,0
75,138980,1
37,39011,1
49,99880,0
73,105090,0
68,79958,1
33,78223,0
63,118104,0
63,88735,0
67,61179,0
45,31825,1
53,125437,1
40,96193,1
45,115900,0
21,69769,0
75,46190,0
68,109829,1
64,53574,0
37,69418,0
56,81787,0
50,147700,1
78,130148,0
18,128928,0
27,101417,0
61,117140,1
30,73256,1
70,61379,0
43,59743,1
69,118355,0
66,45296,0
33,122152,0
37,90128,1
76,112483,0
67,63350,0
37,48480,1
40,35001,1
65,76489,1
78,116713,0
46,145984,0
63,38889,1
56,142022,1
49,118254,1
67,111980,1
33,141473,0
37,85347,1
19,47052,0
67,68942,0
40,102228,0
35,64522,0
58,66937,0
69,124271,1
22,42841,1
53,143149,1
22,99230,1
34,75097,1
26,120627,0
27,97516,0
79,131634,0
40,101232,0
76,43628,1
41,97176,0
26,126116,0
61,66254,1
72,108048,1
27,113454,1
21,89148,0
21,127698,0
79,36536,1
40,120606,0
79,115793,0
70,107465,0
69,44503,1
50,130658,0
31,112959,0
80,147460,0
59,65134,1
20,62351,1
18,40958,1
32,75363,0
48,40921,0
63,116243,0
26,127608,1
28,41553,1
21,112371,1
43,48845,1
44,79302,0
72,74061,0
59,130879,0
54,72525,0
24,124282,1
56,113996,1
80,71245,1
59,106003,1
72,103709,1
65,40100,1
64,102633,1
44,42125,1
41,71280,0
61,112561,0
22,106709,0
42,139134,0
21,148365,1
52,139818,0
29,119296,0
54,114002,1
28,33204,0
77,123705,0
80,71784,1
50,91457,1
60,67375,1
18,49795,0
33,110260,1
33,74709,1
38,111140,0
23,74757,0
24,49624,1
34,78815,1
52,75839,1
69,90644,0
25,103869,1
31,92593,1
43,118408,1
42,30069,1
35,39672,0
60,121730,0
61,118107,1
49,34620,0
50,30153,1
43,55501,1
57,51336,1
44,113874,0
21,143606,1
39,48766,0
57,133095,0
65,46487,0
21,88820,1
73,30155,1
64,53833,0
77,96874,1
78,147181,0
45,132837,0
39,35514,1
27,86709,0
26,60079,1
57,121094,1
79,147664,1
77,135921,1
47,52012,0
50,39951,1
61,111402,0
28,95330,0
78,136011,1
40,94369,1
21,32078,1
46,124808,0
75,100393,0
77,35772,0
44,147350,1
42,86110,0
43,129916,0
35,79680,1
51,117605,1
55,106753,1
54,65094,1
39,50164,1
55,88089,0
42,100080,1
22,36004,1
39,70688,1
19,117762,0
57,99757,0
48,119188,1
32,56267,0
68,90942,1
43,131187,0
40,80315,0
29,133070,1
41,54198,1
62,59270,1
64,130568,0
49,141984,0
53,123572,1
61,34361,1
72,99489,1
24,87101,1
60,127355,0
73,64405,0
39,125649,1
57,120790,0
24,85646,1
50,50822,1
74,133454,1
38,77363,1
52,43144,0
72,147165,1
52,35069,0
59,85029,0
54,134190,1
69,119162,0
76,99649,1
37,114820,0
73,42755,0
20,141044,1
72,34589,0
66,107438,1
75,72486,0
42,52594,0
19,143218,1
76,103889,0
36,72355,1
19,50242,0
40,43478,0
70,85057,0
49,40531,1
63,94058,1
79,149175,0
61,120065,0
18,106168,1
23,122472,1
46,67126,0
28,57177,0
50,67595,1
26,106074,0
66,90006,0
79,72548,0
51,69196,1
24,141553,0
61,70248,1
77,125706,1
48,80940,0
69,104807,1
21,137012,1
66,77661,0
28,46910,0
47,119778,0
53,105507,0
38,30678,0
56,144995,1
28,78144,1
42,114550,1
43,106347,1
53,61484,1
22,95884,0
51,100532,1
37,39771,0
34,86057,0
62,115112,1
34,68773,1
27,54599,1
79,71523,1
49,33322,1
45,83715,0
43,75564,1
20,121889,1
76,145764,1
32,50945,1
74,148470,0
22,137181,1
52,103663,0
30,66154,0
59,89265,0
68,90090,0
51,122163,1
80,45270,1
71,45770,0
59,88729,1
60,117500,0
23,101364,0
56,149870,1
24,81839,1
72,138774,1
64,126421,1
53,34295,1
62,105595,1
67,38560,0
52,148300,1
51,116531,1
57,66607,1
20,105129,0
54,63549,0
22,37640,0
25,89077,0
74,74790,0
68,38277,0
65,32312,1
18,134407,0
48,56058,1
55,135434,0
33,98971,0
78,123059,1
80,59502,0
25,140845,0
57,32740,1
37,62247,0
26,89603,1
71,81510,0
24,97423,1
53,77593,0
50,71672,1
59,148420,0
68,119924,0
44,65716,0
38,52050,0
24,41691,1
68,137266,1
67,56559,0
30,99026,0
33,147481,0
18,130366,1
21,51675,0
54,116398,0
21,61929,1
75,66329,1
75,144612,0
73,94820,1
75,85607,0
73,65636,1
71,131996,1
48,82446,0
61,131683,0
69,85379,1
25,60042,1
54,145641,1
78,41687,0
29,134751,1
51,127146,0
34,136009,1
64,104738,1
62,35504,0
44,121010,1
57,135145,1
58,83456,0
76,58570,0
28,56202,1
29,149557,0
67,45746,1
33,80241,0
48,90207,1
72,68193,1
80,46455,0
59,78529,1
63,62422,0
47,75337,0
44,46089,1
70,134411,1
67,86572,0
63,44281,0
77,138130,0
80,49698,1
78,86363,0
22,54591,0
45,97295,1
19,132936,0
47,34615,0
19,47861,0
55,113078,0
67,66899,1
66,107707,0
79,45139,0
46,125976,1
42,56801,1
45,147420,1
52,109125,1
79,41128,1
43,149152,0
24,56153,0
26,66626,1
62,138798,1
34,128207,1
60,83231,1
73,81310,1
47,116969,0
67,103473,0
66,78300,0
29,120282,0
28,124808,1
34,83233,1
79,49677,0
21,31188,0
32,85321,1
33,71248,0
65,78690,1
58,97506,1
67,65124,0
52,132048,0
72,128046,0
51,101888,1
53,137173,0
41,35864,0
41,102938,0
69,55200,1
36,34045,0
24,92474,1
38,141036,1
48,115492,1
24,96590,0
39,73949,1
73,45574,0
42,121003,1
48,61926,0
72,66581,1
46,138981,0
77,76893,0
52,63203,0
66,41130,0
43,84961,0
39,121481,1
78,34209,0
44,40346,1
80,117615,1
72,99953,1
68,40851,1
41,130427,1
26,146850,1
62,31738,1
60,43372,1
18,74957,1
51,149944,1
76,30241,1
50,33760,1
43,85255,1
39,66271,1
47,107928,1
73,72844,0
18,148644,1
31,140520,0
25,88792,0
28,100458,1
20,85424,0
72,65551,1
32,49920,0
34,103403,0
46,47018,1
63,33117,1
57,132280,1
75,97651,1
39,149956,0
60,143953,0
65,65201,0
30,52606,1
65,125113,0
25,31713,0
35,148138,1
42,97209,1
22,142563,1
35,93387,1
18,127025,1
23,96726,0
27,75843,0
35,57680,1
75,141647,1
35,57384,0
41,70951,1
48,137693,0
18,100166,0
36,144455,1
52,117866,0
63,86202,0
39,132537,1
30,47128,1
46,48690,0
75,104281,0
76,136606,1
71,133295,0
54,116315,0
54,74000,0
32,92344,0
48,89659,1
42,64896,1
79,48752,0
51,60484,0
49,86629,0
47,107223,0
46,75793,1
29,98087,1
76,65340,0
58,126256,0
59,32296,1
42,90636,0
49,131100,1
63,51180,1
52,134644,0
27,67495,1
68,136702,1
73,107963,0
66,149364,1
39,46990,1
50,32717,1
61,40737,0
67,148998,1
25,109150,0
75,107931,0
59,33805,0
35,70267,0
24,71568,0
42,70425,1
63,78167,0
56,99251,0
71,87512,1
46,132005,0
33,94029,0
27,56852,0
74,86376,1
19,118912,1
68,39502,0
45,50395,0
72,67163,0
44,40603,1
79,146139,1
69,101545,1
43,46233,1
51,31952,1
43,30929,0
36,101805,0
65,67932,1
20,54237,1
41,140737,0
42,50128,1
46,59473,1
31,70713,1
19,60522,0
54,69248,0
40,79637,1
73,118481,0
31,105222,0
53,135925,1
41,115359,0
31,55376,1
55,78901,0
49,91739,0
80,72517,1
38,83697,1
59,75872,0
39,112293,1
47,61291,0
24,112704,0
64,35020,1
27,110652,0
24,74697,1
60,140427,1
48,43278,0
55,85305,0
23,94879,1
24,64429,1
74,129711,0
46,92835,0
46,125680,0
25,65691,0
55,130207,0
74,145817,0
28,149828,1
29,45588,1
28,78281,1
58,36156,0
51,55337,0
53,30441,0
33,95127,1
52,31376,0
19,41959,1
50,58048,1
64,69631,0
25,78090,1
40,120374,1
22,121328,1
33,52701,0
36,67301,1
37,94194,1
46,32094,1
64,56405,0
69,64466,0
34,45773,0
62,31488,0
77,35683,0
28,97274,0
55,103242,0
74,49127,1
42,62912,1
64,140308,1
34,45552,1
52,91825,0
19,103630,0
48,103147,0
32,127457,0
58,139615,0
58,126221,0
41,46677,1
27,126938,1
66,96075,1
46,66576,1
77,119532,1
51,52703,1
37,111801,1
80,130132,0
30,117639,1
29,48306,0
43,40043,0
64,127503,1
77,30642,1
43,93082,1
29,52300,0
38,111829,0
24,30680,1
35,48961,1
45,127414,1
44,141848,0
71,111456,1
73,123079,1
53,101398,1
50,149240,0
46,71772,1
65,49547,1
70,37658,0
22,102265,1
54,49065,0
35,112574,0
77,104880,1
41,87450,0
48,34856,0
64,110316,1
67,144276,1
58,93826,1
29,114604,0
28,50739,1
30,100538,0
80,129688,1
19,124465,1
22,110492,0
72,131342,1
29,137247,0
28,100533,0
29,59555,1
80,37817,0
23,36184,1
50,87752,1
80,148696,1
49,99901,1
47,39236,1
65,99869,0
61,131594,1
19,40408,0
43,101624,0
31,104931,0
21,134332,1
50,43702,0
37,96644,0
24,53468,1
34,98912,1
50,107238,0
47,113233,0
73,113791,0
21,135942,1
47,45103,1
71,72398,0
46,77389,0
21,88970,1
70,122024,1
27,116606,1
31,115899,1
40,47401,1
55,44074,1
59,78819,0
65,127641,1
74,141695,0
74,145766,0
54,59388,1
48,55192,0
78,142738,0
74,33172,1
40,81763,1
24,32448,0
36,63362,1
68,122845,0
22,125597,1
40,45545,0
60,123790,1
30,35126,1
63,86686,0
49,44022,1
48,85522,0
75,114952,1
68,133478,0
59,117800,0
18,119224,1
34,138554,0
63,88180,0
78,31774,1
31,112146,0
78,79996,0
42,126110,1
72,52768,1
64,125737,0
25,42080,0
60,42568,1
41,53384,0
43,145614,0
74,112924,1
55,68096,0
51,136239,1
53,94792,0
20,101394,0
64,71412,0
64,117929,0
80,120797,1
57,147538,1
20,103177,1
25,78955,1
45,126690,1
68,121057,1
29,56670,0
51,34694,0
74,80298,1
44,133486,0
69,91202,0
37,134940,0
29,59112,1
20,33025,1
53,97130,1
40,51648,0
74,120459,1
43,107651,0
70,85341,1
66,142113,1
68,138862,1
44,105442,1
30,68148,0
27,138474,0
60,89893,0
22,147508,0
57,125569,1
42,145811,1
36,56449,0
26,66480,0
80,148591,0
63,34912,1
76,77186,0
21,61814,1
20,84366,1
75,139903,1
39,80477,0
75,82796,0
42,134460,0
42,114030,0
23,90475,0
65,125754,1
37,56649,1
46,40707,1
47,94718,0
36,85635,0
70,71167,1
18,34608,1
71,110305,0
25,81312,0
31,123291,0
72,84868,1
52,55623,0
52,142205,0
78,123033,1
18,37399,0
70,139518,1
23,36995,1
69,122766,0
51,86419,1
49,127129,0
66,76192,0
72,57916,0
64,54275,1
56,136917,1
42,138987,0
54,94116,0
79,103317,1
33,110817,1
42,115655,1
21,128953,0
62,142769,0
24,149741,1
20,130208,0
79,112739,0
76,116931,1
28,140493,0
23,108891,1
43,116163,0
61,101884,1
18,103717,0
57,146448,1
20,138446,1
50,47238,1
72,116026,1
35,32929,1
39,69840,0
73,105617,1
44,37846,0
54,87312,0
63,108708,0
63,111422,1
44,86900,0
31,57885,1
77,42956,0
26,101950,0
20,116419,1
35,123703,1
57,143574,0
78,71399,1
78,112946,1
41,105993,0
20,80879,0
64,103597,1
19,137342,1
55,55524,0
68,122037,0
80,34625,1
37,80355,0
79,58133,1
25,124539,1
80,144109,0
63,93561,1
56,90666,0
74,98166,1
47,52389,0
41,143975,1
39,52294,0
55,75780,1
57,114618,0
63,83964,0
47,72057,1
57,112946,1
25,123423,0
32,116986,0
30,86220,0
23,50899,0
56,142987,0
79,48526,1
61,46669,1
62,32537,0
19,121671,1
25,143443,1
68,147938,1
25,62911,1
30,50639,1
20,84116,1
80,68640,1
63,139449,1
40,134005,0
80,120874,1
57,123310,0
58,93498,1
64,52406,0
49,99076,1
46,44176,1
52,88034,1
41,92698,0
25,35877,1
62,79380,0
30,94210,1
78,116445,0
73,30727,0
48,44856,0
20,98905,0
64,100898,0
48,97583,0
72,84490,1
79,148860,0
64,41203,0
28,91000,1
65,46963,0
30,71893,1
55,124184,0
80,83241,1
40,126515,0
45,101119,1
77,71516,1
56,144561,1
26,134403,0
51,131878,0
24,109830,1
44,84673,0
57,30426,1
25,134134,1
55,57615,1
72,144004,0
63,125941,0
76,33759,1
47,93242,1
35,94917,0
37,81279,0
68,81613,1
28,110644,0
41,107008,0
30,129290,0
36,87789,1
51,147319,1
46,63930,1
68,131125,0
45,134977,1
70,144302,0
39,137574,0
31,115870,1
19,110460,0
62,125739,1
50,72772,0
31,118198,1
18,102866,1
46,41450,1
49,133026,0
32,135183,0
53,61274,0
66,135216,0
55,62806,1
44,119331,1
75,73603,0
74,85476,0
78,137562,1
40,146589,0
76,120287,0
36,38929,0
41,40263,0
69,32159,0
79,102747,1
30,32516,1
51,136821,1
78,113750,1
66,31141,0
45,99559,1
45,124687,1
36,103845,1
29,82992,0
27,135190,1
56,102505,1
24,65867,0
55,119930,1
34,70368,1
66,75685,0
76,123222,0
60,121298,1
56,113729,0
40,39036,0
74,70244,0
26,66653,1
40,71012,1
70,128822,0
36,80185,1
78,38998,1
27,98278,1
61,33349,1
31,137776,1
80,34535,1
72,74237,1
28,88535,1
18,75095,1
65,128005,1
27,64569,0
31,98369,1
74,30966,0
41,123121,1
46,90196,1
48,144248,0
31,77078,1
70,95477,0
72,112403,1
77,44865,0
26,45077,1
44,127463,0
24,148357,1
80,63914,0
55,114606,0
54,60112,1
24,51659,0
67,123301,1
40,60252,1
61,107721,0
41,105367,0
65,64247,0
41,96731,0
48,142874,1
64,142511,1
47,69196,0
46,127129,0
25,68776,1
54,91706,0
48,73161,1
64,54156,0
55,145240,0
41,57078,0
51,131888,0
66,127426,0
76,123040,1
51,43500,1
33,137651,1
20,60295,1
63,98002,1
70,67667,0
52,144482,1
72,95532,0
19,39032,1
71,115336,0
46,148699,0
65,32585,1
46,133322,0
33,114395,1
23,33310,1
28,66110,1
77,78390,0
65,67660,0
69,101649,1
72,84515,1
56,112674,0
43,103229,0
36,33397,0
56,60445,0
49,131472,0
71,105177,0
74,90717,1
25,146469,0
58,56535,1
55,115989,0
22,127110,0
51,62823,0
24,69351,1
54,103658,0
76,65766,0
25,128053,1
52,146457,0
74,31250,1
61,36214,1
44,94525,1
75,89031,1
38,30571,0
59,79271,0
29,32390,0
64,87184,1
33,104927,0
34,45677,0
79,127018,1
46,99899,1
67,38855,0
53,129438,0
53,72863,0
75,63402,1
72,80727,1
59,105516,0
46,117536,1
62,85575,1
19,74054,1
78,147469,1
50,49934,0
56,124059,1
54,135106,1
45,134781,0
79,56051,0
27,44448,0
19,32139,1
80,139756,1
54,72631,0
58,51679,1
28,70085,0
80,122143,1
27,104852,1
74,70182,1
59,76901,1
39,123751,1
18,73555,0
62,54188,0
33,81719,1
27,105797,0
68,112763,0
68,110958,1
61,34399,0
79,104603,0
27,81566,0
58,140983,0
22,133822,1
77,83408,0
67,33989,1
69,44463,1
41,87145,0
61,124491,1
37,135707,0
23,50852,0
59,69904,0
80,72247,1
59,146151,0
46,127066,1
49,77005,1
61,116245,1
65,146896,1
76,93872,0
40,65852,0
61,47335,0
55,131735,0
54,54973,1
27,56350,0
39,131438,0
79,148101,1
39,45235,1
76,136826,1
41,40121,0
33,143246,0
26,142828,0
65,142789,1
20,78139,0
22,147753,1
76,148720,1
79,47823,0
76,95320,1
33,77759,0
36,55511,1
79,115187,0
23,134802,0
77,125049,1
63,75484,1
35,30682,0
34,30737,1
24,123323,0
22,82676,1
70,88995,0
76,141039,1
57,99110,1
50,113003,1
47,46294,0
32,72053,0
56,33564,1
53,49865,1
52,93030,0
69,138460,1
30,72817,1
68,60477,0
38,60630,1
37,132228,1
63,137974,0
57,92761,0
18,36066,1
55,105158,0
31,129915,0
63,35634,0
19,37372,0
31,96906,0
38,60083,1
